title,artist,genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,popularity,has_win_award
Relight My Fire (feat. Lulu),Take That,boy band,1993,123,94,65,-7,10,93,252,4,5,61,0
Get A Way,Maxx,bubblegum dance,1994,133,86,85,-10,5,60,227,3,4,60,0
More And More - Single Version,Captain Hollywood Project,bubblegum dance,1993,126,85,66,-12,9,71,254,23,3,60,0
Free - Mood II Swing Radio Edit,Ultra NatÃ©,deep house,1997,125,92,76,-6,4,74,233,0,4,60,0
"Circle of Life - From ""The Lion King""/Soundtrack Version",Elton John,glam rock,1994,161,39,30,-15,11,14,292,26,3,59,0
Please Don't Go,Double You,eurodance,1992,120,84,71,-12,3,49,200,6,4,59,0
Piu bella cosa,Eros Ramazzotti,italian pop,2014,110,79,67,-5,11,62,265,8,3,58,0
When the Heartache Is Over,Tina Turner,disco,1999,115,77,69,-6,7,43,224,1,3,58,0
Bailando,Paradisio,bubblegum dance,1997,133,94,65,-9,12,84,229,8,4,58,0
Let There Be Love - 2002 Digital Remaster,Simple Minds,art rock,1991,88,88,49,-6,13,60,309,8,4,57,0
I Will Always Love You - Film Version,Whitney Houston,dance pop,2017,133,28,34,-10,10,12,275,61,4,57,0
I'll Be There,Mariah Carey,dance pop,1998,82,51,41,-10,93,30,264,70,3,56,0
Don't Stop,ATB,german dance,1999,134,94,71,-5,32,57,221,15,4,56,0
Das Boot,U96,bubble trance,1992,123,88,64,-8,25,33,314,1,7,56,0
Hold On My Heart - 2007 Digital Remaster,Genesis,album rock,1991,172,36,46,-13,7,27,278,61,3,56,0
Real Real Gone,Van Morrison,classic rock,1990,142,85,70,-7,19,95,221,38,3,56,0
King Of My Castle - Roy Malone's King Mix,Wamdue Project,disco house,2009,125,54,87,-9,6,76,299,4,8,55,0
Be With You,Enrique Iglesias,dance pop,1999,122,87,68,-5,5,54,219,4,3,55,0
Ain't That Just the Way,Lutricia McNeal,,1996,174,65,74,-9,19,77,215,6,22,55,0
Have You Ever - Radio Edit,Brandy,dance pop,2005,134,48,68,-7,30,23,215,60,4,54,0
Gangsta's Paradise,Coolio,g funk,1995,80,63,64,-6,40,42,242,4,5,54,0
Show Me Love,Robin S,disco house,2017,120,72,82,-6,8,56,254,1,13,53,0
When I Look Into Your Eyes,Firehouse,album rock,2010,147,61,39,-8,16,25,240,0,3,53,0
Insomnia - Radio Edit,Faithless,big beat,2010,127,92,71,-9,37,53,216,6,4,50,0
If You Ever,East 17,boy band,1996,140,68,58,-9,31,57,255,18,3,48,0
Pump Up The Jam,Technotronic,eurodance,2019,125,84,89,-9,5,72,320,1,7,46,0
Doin' It,LL Cool J,east coast hip hop,1996,95,53,81,-12,12,62,294,34,19,46,0
Please Forgive Me,Bryan Adams,album rock,2005,67,46,53,-7,10,15,356,50,3,43,0
Livin' On A Prayer,Bon Jovi,glam metal,1986,123,89,53,-4,29,80,249,8,3,83,0
Africa,TOTO,album rock,1982,93,37,67,-18,5,73,296,26,3,83,1
Another One Bites The Dust - Remastered 2011,Queen,glam rock,1980,110,53,93,-6,16,75,215,11,16,82,1
Break My Stride,Matthew Wilder,new wave pop,1983,110,59,92,-11,9,83,184,20,6,81,1
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,dance pop,1987,119,82,71,-9,9,87,291,21,5,80,1
Summer Of '69,Bryan Adams,album rock,1984,139,83,51,-6,7,77,216,2,4,80,1
You Give Love A Bad Name,Bon Jovi,glam metal,1986,123,96,54,-3,34,81,223,7,5,80,1
Everybody Wants To Rule The World,Tears For Fears,dance rock,1985,112,80,65,-12,10,54,251,35,5,80,1
I'm Still Standing,Elton John,glam rock,1983,177,90,50,-7,14,77,183,36,18,79,0
Last Christmas,Wham!,dance rock,2019,108,58,74,-9,18,94,265,19,3,78,0
Uptown Girl,Billy Joel,album rock,1983,129,94,70,-3,60,79,198,7,5,77,0
Radio Ga Ga - 2011 Mix,Queen,glam rock,1984,112,50,74,-8,19,66,348,18,4,76,0
Heaven,Bryan Adams,album rock,1984,140,59,38,-7,12,34,243,5,3,76,0
9 to 5,Dolly Parton,classic country pop,1980,105,78,55,-6,63,81,162,42,5,76,0
Eye of the Tiger,Survivor,album rock,1985,109,60,82,-9,9,55,246,13,3,76,0
Right Here Waiting,Richard Marx,mellow gold,1989,178,25,40,-14,10,13,264,80,3,75,0
Listen to Your Heart,Roxette,europop,1988,86,58,54,-5,11,34,328,11,3,75,0
Born in the U.S.A.,Bruce Springsteen,classic rock,1984,122,95,40,-6,10,58,279,0,6,75,0
Pour Some Sugar On Me - Remastered 2017,Def Leppard,album rock,1987,85,95,27,-5,28,57,267,0,10,74,0
Against All Odds (Take a Look at Me Now) - 2016 Remaster,Phil Collins,mellow gold,2016,116,50,58,-7,13,11,206,20,3,74,0
Maniac,Michael Sembello,hi-nrg,1983,159,53,62,-12,4,84,245,9,7,73,0
Hungry Eyes,Eric Carmen,adult standards,1997,110,55,71,-9,12,55,251,1,3,73,0
Panama - 2015 Remaster,Van Halen,album rock,1984,141,98,53,-5,7,46,210,0,11,73,0
Forever Young,Alphaville,dance rock,1984,137,48,49,-9,24,33,227,42,3,73,0
I Love Rock 'N Roll,Joan Jett & The Blackhearts,glam punk,1981,94,72,54,-5,66,90,175,33,4,72,0
Sacrifice,Elton John,glam rock,1989,113,42,76,-13,4,49,304,2,3,72,0
Material Girl,Madonna,dance pop,2009,137,88,74,-3,10,98,240,33,3,72,0
The Winner Takes It All,ABBA,europop,1980,126,79,45,-7,9,52,295,57,4,72,0
Smalltown Boy,Bronski Beat,dance rock,1984,135,58,69,-11,12,94,302,29,3,71,0
The Best - Edit,Tina Turner,disco,1991,104,83,68,-6,21,82,250,1,3,71,0
(I Just) Died In Your Arms,Cutting Crew,album rock,1986,125,73,63,-11,6,51,280,2,4,71,0
Brothers In Arms,Dire Straits,album rock,1985,79,30,41,-14,18,14,424,53,3,71,0
Glory of Love,Peter Cetera,adult standards,1986,145,59,52,-8,31,31,258,8,3,71,0
Super Trouper,ABBA,europop,1980,118,63,76,-8,20,96,253,46,3,70,0
Flashdance...What a Feeling - Radio Edit,Irene Cara,dance rock,1983,122,65,57,-7,9,40,237,1,3,70,0
Every Time You Go Away - Radio Edit,Paul Young,album rock,1991,164,72,57,-9,22,84,267,19,4,70,0
Self Control,Laura Branigan,dance rock,1984,107,69,81,-12,16,78,246,22,3,70,0
Say You Say Me,Lionel Richie,adult standards,1986,128,41,64,-11,8,26,241,36,3,70,0
Heaven Is a Place on Earth,Belinda Carlisle,dance pop,2013,123,85,64,-8,5,79,247,2,3,70,0
I Want To Break Free - Remastered 2011,Queen,glam rock,1984,109,41,88,-11,12,78,199,8,4,70,0
Arthur's Theme (Best That You Can Do),Christopher Cross,adult standards,1981,137,52,53,-11,18,52,234,17,4,70,0
Carrie,Europe,album rock,1986,137,49,46,-7,36,14,272,11,3,70,0
We Are The World,U.S.A. For Africa,,1985,73,45,53,-15,7,29,427,19,4,69,0
Stuck On You,Lionel Richie,adult standards,1983,132,32,51,-16,9,25,192,62,3,69,0
Hurts So Good,John Mellencamp,album rock,1982,125,74,79,-5,11,97,219,4,4,69,0
How Am I Supposed to Live Without You,Michael Bolton,adult standards,1989,140,44,54,-12,11,23,256,19,3,69,0
Hysteria,Def Leppard,album rock,1987,107,85,66,-6,20,66,355,3,3,68,0
Nikita,Elton John,glam rock,1985,87,66,63,-9,7,75,343,12,3,68,0
Dancing With Myself,Billy Idol,album rock,1985,177,70,51,-11,30,91,360,2,8,68,0
I'll Be Over You,TOTO,album rock,1986,82,28,52,-18,26,41,230,6,3,68,0
Kids In America,Kim Wilde,dance pop,1981,160,78,56,-4,12,31,206,10,5,68,0
St. Elmos Fire (Man in Motion),John Parr,album rock,1985,111,60,61,-11,22,47,252,15,3,68,0
One More Night - 2016 Remaster,Phil Collins,mellow gold,1985,136,44,53,-9,10,34,289,79,3,68,0
Come On Eileen,Dexys Midnight Runners,bow pop,2009,107,87,41,-4,8,82,206,20,9,68,0
Where Do Broken Hearts Go,Whitney Houston,dance pop,1987,62,39,46,-12,7,25,278,63,3,67,0
Guilty (feat. Barry Gibb),Barbra Streisand,adult standards,1980,151,43,63,-16,11,95,264,23,4,67,0
Brother Louie,Modern Talking,eurodance,1986,109,84,78,-9,14,83,223,40,5,67,0
Running Up That Hill (A Deal With God),Kate Bush,art pop,1985,108,55,63,-13,6,20,299,72,6,67,0
End Of The Line,Traveling Wilburys,album rock,1988,167,84,58,-7,6,93,210,16,5,67,0
Every Breath You Take,The Police,album rock,2017,117,48,82,-9,8,72,252,56,3,67,0
"Up Where We Belong - From ""An Officer And A Gentleman""",Joe Cocker,album rock,2000,140,31,63,-12,7,24,233,61,3,67,0
Woman in Love,Barbra Streisand,adult standards,1980,170,28,47,-16,13,33,232,25,3,67,0
Cheri Cheri Lady,Modern Talking,eurodance,1985,114,62,68,-14,35,85,226,46,3,66,0
Higher Love - Single Version,Steve Winwood,album rock,2007,99,89,70,-7,50,92,252,6,4,66,0
That's What Friends Are For,Dionne Warwick,adult standards,1985,120,24,68,-16,7,17,256,51,3,66,0
Gloria,Laura Branigan,dance rock,1995,131,87,78,-4,15,88,295,14,3,66,0
Slave To Love,Bryan Ferry,album rock,1985,148,82,66,-6,5,79,266,18,3,66,0
Now And Forever,Richard Marx,mellow gold,1994,78,26,44,-11,11,17,215,66,3,65,0
Big in Japan,Alphaville,dance rock,1984,98,41,75,-15,34,24,286,7,4,65,0
Only You,Yazoo,dance rock,1982,106,31,75,-17,8,85,194,33,4,65,0
Valerie,Steve Winwood,album rock,1982,116,53,72,-11,8,73,247,57,3,65,0
Blue Monday '88,New Order,alternative rock,1994,130,89,68,-8,6,95,245,0,4,65,0
Gold,Spandau Ballet,dance rock,2000,143,74,71,-8,10,64,231,26,4,65,0
Nothing's Gonna Change My Love For You,Glenn Medeiros,soft rock,1986,142,43,45,-13,6,39,232,57,4,64,0
Sledgehammer,Peter Gabriel,album rock,1986,96,69,66,-5,4,42,314,2,3,64,0
Rhythm Of The Night,DeBarge,disco,1985,115,76,71,-12,8,96,229,8,5,64,0
Jessie's Girl,Rick Springfield,album rock,1981,132,59,72,-14,10,85,194,33,5,64,0
It's Raining Men,The Weather Girls,disco,1996,136,93,68,-6,70,61,211,32,12,64,0
Sunshine Reggae,Laid Back,classic danish pop,2008,168,79,70,-6,8,93,258,10,4,64,0
Wonderful Life,Black,dance rock,1987,106,52,72,-12,21,82,288,71,3,64,0
The Riddle,Nik Kershaw,dance rock,1984,102,66,58,-8,14,90,235,12,3,63,0
Papa Don't Preach,Madonna,dance pop,1986,122,91,81,-9,2,97,345,31,4,63,0
Didn't We Almost Have It All,Whitney Houston,dance pop,1987,131,49,54,-10,14,34,305,42,3,63,0
All Right,Christopher Cross,adult standards,1983,133,65,71,-5,23,50,254,17,4,63,0
Biggest Part of Me,Ambrosia,adult standards,1980,153,72,50,-8,35,88,324,24,5,63,0
Save a Prayer - 2009 Remaster,Duran Duran,dance rock,1982,114,71,57,-9,16,67,333,35,3,62,0
Baby Come To Me,Patti Austin,adult standards,1981,90,50,63,-12,14,70,215,55,8,62,0
Fame - Rerecorded,Irene Cara,dance rock,2018,131,80,71,-7,8,94,319,7,3,62,0
Hard Habit to Break - 2006 Remaster,Chicago,adult standards,1984,81,61,58,-6,17,40,284,45,3,61,0
Rock You Like a Hurricane,Scorpions,album rock,2017,124,83,58,-6,32,67,254,0,4,61,0
When the Children Cry,White Lion,album rock,1987,130,24,49,-14,7,38,259,67,3,61,0
Is This Love - 2017 Remaster,Whitesnake,album rock,1987,180,79,33,-7,12,53,285,11,4,60,0
I Knew You Were Waiting (For Me),George Michael,new wave pop,1986,108,68,73,-11,31,68,242,27,4,60,0
You Keep Me Hangin On,Kim Wilde,dance pop,1986,123,68,69,-12,14,71,255,8,3,60,0
Dancing with Tears in My Eyes,Ultravox,art rock,1984,144,91,59,-8,60,93,244,15,4,59,0
In The Army Now,Status Quo,album rock,2002,105,73,68,-8,14,94,281,11,2,59,0
Here I Go Again - 2017 Remaster,Whitesnake,album rock,1987,90,85,38,-6,9,27,276,15,4,58,0
Holiday,Madonna,dance pop,1983,118,70,81,-9,5,73,232,3,5,58,0
I Think We're Alone Now,Tiffany,new wave pop,2008,130,89,65,-5,9,70,227,0,4,58,0
"Crockett's Theme - From ""Miami Vice II"" Soundtrack",Jan Hammer,jazz fusion,1991,191,39,41,-17,10,40,215,42,3,58,0
Cold as Ice - 2008 Remaster,Foreigner,album rock,2008,131,71,55,-5,14,51,200,6,3,57,0
Zulu Nation Throw Down,Afrika Bambaataa,bronx hip hop,2015,108,95,85,-4,10,91,433,76,19,50,0
It's Only Love - 2008 Remaster,Simply Red,british soul,2008,92,88,67,-5,4,75,299,51,4,50,0
Lucky Star,Madonna,dance pop,1983,117,81,80,-5,22,93,338,20,4,46,0
Romeo - 2014 Remaster,Donna Summer,dance pop,1996,141,85,85,-8,11,96,199,3,4,43,0
Bohemian Rhapsody - 2011 Mix,Queen,glam rock,1975,71,40,41,-10,30,22,354,27,5,84,1
Highway to Hell,AC/DC,album rock,1979,116,91,57,-5,16,42,208,6,13,83,0
Don't Stop Me Now - 2011 Mix,Queen,glam rock,1978,156,87,56,-5,78,61,209,5,17,82,1
Rocket Man (I Think It's Going To Be A Long Long Time),Elton John,glam rock,1972,137,53,60,-9,9,34,282,43,3,81,1
We Will Rock You - Remastered,Queen,glam rock,1977,81,50,69,-7,26,48,122,68,12,79,0
Let It Be - Remastered 2009,The Beatles,british invasion,1970,143,40,44,-8,11,41,243,63,3,79,0
Mr. Blue Sky,Electric Light Orchestra,album rock,1977,178,34,39,-10,25,48,303,65,3,79,0
Tiny Dancer,Elton John,glam rock,1971,145,43,41,-11,15,28,377,38,3,79,0
Dreams - 2004 Remaster,Fleetwood Mac,album rock,1977,120,49,83,-10,13,79,258,6,3,79,0
I Was Made For Lovin' You,KISS,album rock,1979,128,85,77,-6,7,87,271,21,4,78,0
Immigrant Song - Remaster,Led Zeppelin,album rock,1970,113,93,56,-10,35,62,146,1,6,77,0
Imagine - Remastered,John Lennon,album rock,1971,76,26,55,-12,9,17,188,91,3,77,0
How Deep Is Your Love,Bee Gees,adult standards,1979,105,36,63,-9,13,67,245,11,3,77,0
We Are The Champions - Remastered 2011,Queen,glam rock,1977,64,46,27,-7,12,18,179,38,3,76,0
Don't Go Breaking My Heart,Elton John,glam rock,1975,131,84,73,-9,6,78,275,15,3,75,0
Somebody To Love - 2011 Mix,Queen,glam rock,1976,109,70,41,-7,23,33,296,19,6,75,0
Rock And Roll All Nite,KISS,album rock,1975,145,93,65,-6,5,90,169,5,10,75,0
Listen to the Music,The Doobie Brothers,album rock,1972,106,60,65,-13,7,91,227,22,3,75,0
Take It Easy - 2013 Remaster,Eagles,album rock,1972,139,67,57,-10,13,74,212,34,3,75,0
Smoke On The Water - Remastered 2012,Deep Purple,album rock,1972,114,68,60,-9,11,81,341,13,3,75,0
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,europop,1979,120,49,75,-10,16,54,293,2,4,74,0
Love Of My Life - Remastered 2011,Queen,glam rock,1975,154,18,33,-12,12,26,217,93,3,74,0
Father And Son,Yusuf / Cat Stevens,british folk,1970,136,33,50,-11,10,40,221,59,3,74,0
Rebel Rebel - 2016 Remaster,David Bowie,album rock,1974,126,69,64,-16,28,46,275,21,5,74,0
You're The One That I Want - From â€œGreaseâ€,John Travolta,hollywood,1978,107,61,76,-11,10,82,170,28,6,74,0
The Boys Are Back In Town,Thin Lizzy,album rock,1976,81,71,45,-10,21,77,267,23,5,74,0
Brandy (You're a Fine Girl),Looking Glass,soft rock,1972,125,63,72,-11,13,83,187,40,6,73,0
Starman - 2012 Remaster,David Bowie,album rock,1972,100,45,49,-10,54,55,254,17,3,73,0
Mamma Mia,ABBA,europop,1975,138,75,75,-7,47,83,213,30,3,72,0
Life in the Fast Lane - 2013 Remaster,Eagles,album rock,1976,110,76,67,-7,5,88,286,10,7,72,0
Rock with You - Single Version,Michael Jackson,pop,1979,114,54,81,-13,16,85,221,18,4,72,0
Another Brick In The Wall Pt. 2 - 2011 Remastered Version,Pink Floyd,album rock,1979,104,39,69,-16,25,72,239,8,4,72,0
YMCA - Original Version 1978,Village People,disco,1978,127,97,72,-5,12,73,287,6,14,71,0
Take Me Home Country Roads,John Denver,adult standards,1971,82,40,46,-9,12,63,190,76,3,70,0
Reelin' In The Years,Steely Dan,album rock,1972,135,76,52,-10,11,71,275,12,4,70,0
Mandy,Barry Manilow,adult standards,1974,104,46,31,-9,14,32,213,42,3,69,0
Everything I Own,Bread,adult standards,1972,79,34,37,-13,10,45,187,74,3,69,0
Sailing,Rod Stewart,adult standards,1975,129,37,43,-10,32,19,278,37,3,68,0
Detroit Rock City,KISS,album rock,1978,91,90,55,-7,29,46,216,4,7,68,0
Let Your Love Flow,The Bellamy Brothers,country,1976,109,55,68,-15,14,95,199,6,3,68,0
You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,album rock,1974,118,44,48,-15,22,76,235,0,4,68,0
Are You Ready For Love? - Remastered,Elton John,glam rock,2017,117,75,80,-5,11,75,212,25,3,67,0
Guilty (feat. Barry Gibb),Barbra Streisand,adult standards,1980,151,43,63,-16,11,95,264,23,4,67,0
Fat Bottomed Girls - 2011 Remaster,Queen,glam rock,1978,89,68,33,-8,34,42,256,3,5,67,0
Love Really Hurts Without You,Billy Ocean,dance rock,2016,141,90,52,-4,10,96,179,0,3,66,0
Your Song,Elton John,glam rock,1990,128,33,55,-11,11,30,241,78,3,66,0
Here You Come Again,Dolly Parton,classic country pop,1977,106,51,53,-9,4,56,179,65,4,66,0
Move On Up,Curtis Mayfield,chicago soul,1970,139,97,54,-6,12,93,166,42,9,66,0
Waterloo,ABBA,europop,1974,148,95,45,-5,9,65,169,40,5,66,0
A Song for You,Donny Hathaway,chicago soul,1971,88,22,32,-13,25,7,326,82,4,65,0
"Evergreen (Love Theme from, ""A Star Is Born"")",Barbra Streisand,adult standards,1976,114,30,34,-11,9,19,185,93,3,65,0
Dancing Queen,ABBA,europop,2008,101,93,51,-4,56,68,231,17,5,65,0
Can't You See,The Marshall Tucker Band,album rock,1973,164,71,41,-5,11,58,365,28,3,65,0
Won't Get Fooled Again - Original Album Version,The Who,album rock,1971,135,92,69,-6,8,23,511,30,6,65,0
Bennie And The Jets - Remastered 2014,Elton John,glam rock,1973,133,67,67,-8,50,78,323,26,5,65,0
Sunny,Boney M.,disco,1976,122,87,65,-6,13,80,242,9,11,64,0
It's A Shame,The Spinners,classic soul,1970,199,64,37,-12,12,71,190,9,6,64,0
Voulez-Vous,ABBA,europop,1979,127,77,71,-7,17,90,309,15,4,63,0
Goodbye Yellow Brick Road - Remastered 2014,Elton John,glam rock,1973,121,47,56,-8,15,40,193,45,3,63,0
Since You Been Gone,Rainbow,album rock,1997,121,60,73,-10,60,94,198,37,4,63,0
Sorry Seems To Be The Hardest Word,Elton John,glam rock,1976,118,22,37,-13,20,11,229,83,3,62,0
You To Me Are Everything,The Real Thing,brit funk,1999,102,91,64,-8,8,82,210,23,10,62,0
Please Mr. Postman,Carpenters,adult standards,1975,133,55,66,-12,24,96,173,14,3,62,0
Stumblin' In - 2017 Remaster,Suzi Quatro,classic uk pop,1978,129,72,76,-11,35,92,240,13,3,61,0
Lady Writer,Dire Straits,album rock,1979,148,81,63,-9,7,96,225,10,3,61,0
Knowing Me Knowing You,ABBA,europop,1976,107,73,55,-7,24,91,242,4,3,61,0
Ophelia - Remastered 2000,The Band,album rock,1975,92,68,83,-7,33,95,213,68,3,61,0
I Will Survive - Extended Version,Gloria Gaynor,disco,2019,116,85,76,-5,27,59,197,6,5,61,0
Sweet Virginia,The Rolling Stones,album rock,1972,107,74,48,-5,26,56,267,50,4,60,0
The Way We Were,Barbra Streisand,adult standards,1974,138,32,26,-12,13,17,211,89,3,60,0
September Earth, Wind & Fire,disco,2014,126,83,69,-7,25,98,215,17,3,60,0
Doctor Doctor - 2007 Remaster,UFO,album rock,1974,143,80,30,-7,50,56,252,0,5,60,0
Ain't No Mountain High Enough,Diana Ross,adult standards,2017,99,79,39,-5,38,38,215,19,4,60,0
Baby Come Back,Player,soft rock,2007,157,57,65,-11,12,56,214,5,11,59,0
Boulder to Birmingham - Remastered,Emmylou Harris,country rock,1975,126,32,48,-11,10,31,213,78,3,59,0
S.O.S.,ABBA,europop,1975,125,71,42,-6,29,58,202,25,3,59,0
Now That We Found Love,The O'Jays,classic soul,1973,114,65,72,-8,27,96,281,25,4,59,0
Fire on the Mountain,The Marshall Tucker Band,album rock,1975,102,83,51,-6,16,57,236,11,4,58,0
Lost in Music,Sister Sledge,dance pop,1979,114,84,76,-8,10,85,287,5,3,58,0
You Make Me Feel Like Dancing,Leo Sayer,adult standards,1976,96,73,73,-5,11,71,221,8,5,57,0
The Boss,Diana Ross,adult standards,1979,124,91,64,-4,21,83,241,24,5,57,0
Come and Get Your Love,Redbone,native american,2003,106,79,67,-6,8,85,300,13,5,56,0
Moviestar,Harpo,classic uk pop,1976,119,79,55,-8,33,71,202,29,3,56,0
Easy Livin',Uriah Heep,album rock,1972,161,84,26,-7,28,46,157,0,10,56,0
Three Times A Lady,Commodores,adult standards,2008,151,13,37,-17,14,20,215,94,3,56,0
Living Next Door to Alice,Smokie,classic uk pop,1975,126,40,59,-15,25,78,208,11,4,56,0
Dancing In The Moonlight,King Harvest,soft rock,1973,136,72,65,-5,41,68,178,68,4,56,0
You Are Everything,Diana Ross,adult standards,1973,150,53,52,-10,14,50,190,3,5,56,0
I Want You,Marvin Gaye,classic soul,1976,101,79,52,-10,24,74,274,85,3,56,0
Love Comes To Everyone - 2004 Mix,George Harrison,album rock,1979,107,68,72,-9,5,51,276,7,4,55,0
Rock Your Baby,George McCrae,disco,2001,104,77,59,-11,7,95,201,31,4,55,0
The Shape I'm In - Remastered 2000,The Band,album rock,1970,128,67,72,-8,30,96,241,24,4,54,0
Midnight Train to Georgia - Short Version,Gladys Knight & The Pips,adult standards,1973,177,42,44,-10,19,39,199,7,8,53,0
Daddy Cool,Boney M.,disco,1994,125,63,75,-12,23,96,206,25,4,53,0
Sad Eyes - Remastered,Robert John,soft rock,2002,107,46,43,-7,13,69,253,60,3,53,0
I Feel Love - Edit,Donna Summer,dance pop,2018,126,91,66,-9,8,94,227,3,4,52,0
Just Got Paid,ZZ Top,album rock,1972,100,69,57,-11,12,63,267,29,4,52,0
Killer Queen - 2011 Mix,Queen,glam rock,1974,117,65,54,-6,13,61,180,39,5,51,0
I'd Really Love to See You Tonight - 2012 Collection Remaster,England Dan,adult standards,2012,119,77,58,-5,17,67,158,20,3,50,0
I Got Lucky,Elvis Presley,adult standards,1971,93,39,73,-12,20,96,116,84,4,49,0
Baretta's Theme,Sammy Davis Jr.,adult standards,2002,105,91,64,-8,28,69,146,35,6,48,0
One of These Days,Emmylou Harris,country rock,1975,125,39,66,-9,12,68,184,45,3,46,0
My Heart Belongs to Me,Barbra Streisand,adult standards,1977,139,21,27,-16,18,30,201,74,3,44,0
Telegram Sam,T. Rex,album rock,1972,123,94,52,-4,9,44,226,2,12,40,0
Here Comes The Sun - Remastered 2009,The Beatles,british invasion,1969,129,54,56,-10,18,39,186,3,3,82,1
Come Together - Remastered 2009,The Beatles,british invasion,1969,165,38,53,-12,9,19,260,3,4,79,0
Sweet Caroline,Neil Diamond,adult standards,1969,63,13,53,-16,24,58,204,61,3,78,0
Yesterday - Remastered 2009,The Beatles,british invasion,1965,97,18,33,-12,9,32,126,88,3,78,0
Can't Help Falling in Love,Elvis Presley,adult standards,1961,100,29,40,-14,11,34,182,94,3,78,0
Fly Me To The Moon (In Other Words),Frank Sinatra,adult standards,1962,119,26,67,-14,6,37,147,45,5,76,0
I Want To Hold Your Hand - Remastered 2015,The Beatles,british invasion,2000,131,72,49,-6,31,87,146,39,5,74,0
White Room,Cream,album rock,1968,110,58,55,-13,4,46,298,19,3,73,0
Put Your Head On My Shoulder,Paul Anka,adult standards,2000,116,34,55,-9,10,47,155,75,3,72,0
Build Me Up Buttercup,The Foundations,brill building pop,1968,134,51,66,-7,28,85,178,31,3,72,0
My Way,Frank Sinatra,adult standards,1969,75,38,40,-7,12,23,277,70,3,72,0
Surfin' U.S.A. - Remastered,The Beach Boys,baroque pop,1963,159,85,55,-6,11,97,149,66,4,71,0
Pinball Wizard,The Who,album rock,1969,124,72,54,-9,26,47,181,2,4,69,0
L-O-V-E,Nat King Cole,adult standards,1992,78,37,43,-8,8,66,155,68,8,68,0
Please Mr. Postman,The Marvelettes,brill building pop,1961,122,78,79,-5,18,97,148,73,3,68,0
Hey Jude - Remastered 2009,The Beatles,british invasion,1973,145,55,40,-10,9,67,431,3,3,67,0
Back In The U.S.S.R. - Remastered 2009,The Beatles,british invasion,1968,142,97,48,-7,6,49,163,7,9,66,0
Suite: Judy Blue Eyes - Remastered,Crosby Stills & Nash,album rock,1969,154,36,45,-13,20,30,444,47,4,66,0
Waterloo Sunset - Mono Mix,The Kinks,album rock,1967,108,69,51,-7,17,42,194,16,2,65,0
Baby I Need Your Loving,Four Tops,adult standards,1965,121,69,63,-6,19,65,166,44,4,63,0
Heart Full of Soul,The Yardbirds,album rock,2002,141,67,49,-10,5,70,148,23,4,62,0
Gloria - Stereo Version,Them,blues rock,2015,129,70,64,-10,10,72,157,40,5,62,0
It Takes Two,Marvin Gaye,classic soul,1966,151,48,52,-11,8,81,178,21,5,62,0
This Will Be Our Year,The Zombies,art rock,1968,98,42,54,-7,19,54,128,63,3,61,0
Take Good Care Of My Baby - 1990 Remastered,Bobby Vee,adult standards,2011,82,43,49,-12,12,66,151,70,6,60,0
Hey! Baby - Remastered,Bruce Channel,rock-and-roll,2017,64,62,52,-6,27,64,144,36,4,60,0
Comment te dire adieu - It Hurts to Say Goodbye,Françoise Hardy,chanson,2005,124,45,73,-12,11,84,146,20,6,59,0
Rhythm of the Rain,The Cascades,adult standards,1963,117,66,66,-8,14,67,146,63,4,59,0
What Becomes Of The Brokenhearted,Jimmy Ruffin,brill building pop,1989,99,42,72,-13,57,60,176,62,3,59,0
Friday On My Mind,The Easybeats,australian rock,1965,95,99,37,-1,9,51,163,38,8,59,0
Today,Jefferson Airplane,art rock,1967,90,31,51,-14,13,29,178,70,3,59,0
Always See Your Face,Love,art rock,1969,110,58,57,-13,6,92,209,38,3,58,0
Astral Weeks - 1999 Remaster,Van Morrison,classic rock,1968,81,35,45,-15,14,61,426,54,3,58,0
Both Sides Now,Joni Mitchell,canadian folk,1969,97,16,62,-15,14,33,275,91,3,58,0
Tous les garçons et les filles - Slow,Françoise Hardy,chanson,1962,108,37,74,-10,14,89,188,81,3,57,0
"Ferry Cross the Mersey - Stereo, 1997 Remaster",Gerry & The Pacemakers,adult standards,1997,105,29,40,-11,12,61,144,55,3,56,0
Needles and Pins - Mono,The Searchers,adult standards,1964,124,95,56,-7,6,89,131,5,4,56,0
Little Bit Of Rain,Karen Dalton,alternative country,1969,174,6,43,-22,10,36,157,93,4,56,0
Young Girl,Gary Puckett & The Union Gap,adult standards,1968,119,54,41,-8,51,45,194,65,3,56,0
Leaving Trunk,Taj Mahal,acoustic blues,1968,174,50,54,-11,17,95,290,20,5,55,0
Dream A Little Dream Of Me,Ella Fitzgerald,adult standards,1963,72,7,28,-24,11,22,246,93,8,54,0
The Old Man's Back Again (Dedicated To The Neo-Stalinist Regime),Scott Walker,art pop,1969,91,45,42,-16,16,78,221,58,4,54,0
Pictures of Matchstick Men - Mono Version,Status Quo,album rock,1968,173,60,24,-4,5,42,191,7,3,54,0
No Sugar Tonight / New Mother Nature,The Guess Who,album rock,2000,101,83,51,-9,31,52,294,56,4,54,0
